validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
True,California Volunteer Fire Department,Fire Department,"1000 Wood Street, California, PA 15419",https://www.facebook.com/calvfd23/,"Friday Feb 19 from 3:00 PM to 7:00 PM, Friday Feb 26 from 3:00 PM to 7:00 PM, Friday Mar 5 from 3:00 PM to 7:00 PM, Friday Mar 12 from 3:00 PM to 7:00 PM, Friday Mar 19 from 3:00 PM to 7:00 PM, Friday Mar 26 from 3:00 PM to 7:00 PM, Friday Feb 19 from 11:00 AM to 1:00 PM, Friday Feb 26 from 11:00 AM to 1:00 PM, Friday Mar 5 from 11:00 AM to 1:00 PM, Friday Mar 12 from 11:00 AM to 1:00 PM, Friday Mar 19 from 11:00 AM to 1:00 PM, Friday Mar 26 from 11:00 AM to 1:00 PM",,https://scontent.fagc1-2.fna.fbcdn.net/v/t1.0-9/152415041_3968614379823842_9107498683770537138_o.jpg?_nc_cat=111&ccb=3&_nc_sid=8bfeb9&_nc_ohc=N1_RQiSQdx0AX9BCK-W&_nc_ht=scontent.fagc1-2.fna&oh=eb68ec36c81bce8ba7f5fd438fb782af&oe=6056E43F,,,(724) 938-9283,,False,True,False,True,,True,,40.067488,-79.889763
True,"Our Lady of Peace, Conway",Church,"1000 Third Ave. Conway, PA",https://www.greatgrouping.org/,"Friday Feb 19 from 11:00 AM to 7:00 PM, Friday Mar 5 from 11:00 AM to 7:00 PM, Friday Mar 19 from 11:00 AM to 7:00 PM",,https://www.greatgrouping.org/fishfry,See menu link,,(724) 869-0230,,,True,,True,True,True,,40.660245,-80.236547
True,St. Elias Byzantine,Church,"4200 Homestead-Duquesne Road, Munhall, PA 15120",https://steliasmunhallpa.weebly.com/lenten-kitchen.html?fbclid=IwAR3RQm72R5Unuty7CiEiATq7axXRVUYb7YPb-MmdS59N0aSVTTTl9K5eMME,"Friday Feb 19 from 11:30 AM to 6:00 PM, Friday Feb 26 from 11:30 AM to 6:00 PM, Friday Mar 5 from 11:30 AM to 6:00 PM, Friday Mar 12 from 11:30 AM to 6:00 PM, Friday Mar 19 from 11:30 AM to 6:00 PM, Friday Mar 26 from 11:30 AM to 6:00 PM",,,,,412-461-9271,,,True,False,True,,True,,40.383301,-79.895522
True,Unionville Methodist Church,Church,"1297 PA-68, Rochester, PA 15074",http://unionvilleumc.org/,"Friday Feb 19 from 4:30 PM to 7:00 PM, Friday Feb 26 from 4:30 PM to 7:00 PM, Friday Mar 5 from 4:30 PM to 7:00 PM, Friday Mar 12 from 4:30 PM to 7:00 PM, Friday Mar 19 from 4:30 PM to 7:00 PM, Friday Mar 26 from 4:30 PM to 7:00 PM, Friday Apr 2 from 3:30 PM to 6:30 PM",,http://unionvilleumc.org/Fish_Fry_Info/FishFryFrameset.html,,,724-843-0862,,,True,,False,,True,,40.746226,-80.206967
True,Parkhurst Dining at Chatham University - Eden Hall (Order ahead: see notes),Other,"6035 Ridge Road, Gibsonia, Pennsylvania 15044, United States",https://forms.office.com/Pages/ResponsePage.aspx?id=EtVsB4v7wUWU2jbFzO5a5s9vZK3ljEBOl7HqVPRXRqtUQVBVV0wzU1ZXT0U5UzE4UzhMRjVCQVNFVi4u,"Friday Apr 2 from 3:00 PM to 6:00 PM, Friday Mar 26 from 3:00 PM to 6:00 PM, Friday Mar 19 from 3:00 PM to 6:00 PM, Friday Mar 12 from 3:00 PM to 6:00 PM, Friday Mar 5 from 3:00 PM to 6:00 PM, Friday Feb 26 from 3:00 PM to 6:00 PM, Friday Feb 19 from 3:00 PM to 6:00 PM","We will be offering Fish Fryday menus throughout the Lenten season starting for pick-up on Friday, February 19.                            /Orders will be accepted until the Wednesday prior at Noon (2/17, 2/24, 3/3, 3/10, 3/17, 3/24, & 3/31)                                              /Place your order in the form.  Pick-up will be safely conducted at either the Shadyside or Eden Hall campuses between 3:00-6:00 pm on Fridays throughout lent (2/19, 2/26, 3/5, 3/12, 3/19, 3/26, & 4/2).  If you have any questions please email: parkhurst@chatham.edu.//**Please note:  Mixed beverages are not available to purchase with meal plans and proof of age is required at pick-up.",https://forms.office.com/Pages/ResponsePage.aspx?id=EtVsB4v7wUWU2jbFzO5a5s9vZK3ljEBOl7HqVPRXRqtUQVBVV0wzU1ZXT0U5UzE4UzhMRjVCQVNFVi4u,"Clam Linguini - 14.99
Cod Pizzaiolo with 1 side - 15.99
Fried Fish Sandwich with 1 side - 10.99
Fried Fish with 1 side - 9.99
Fish Platter with 3 sides - 14.99
Gourmet Grilled Cheese Platter - 19.99 (serves 2)



Sides ala carte - 2.99 each
Pittsburgh Coleslaw
Gouda Mac and Cheese
Seasonal Fresh Vegetables
Hush Puppies
Fresh Cut French Fries


Ala Carte items
Coleslaw - 9.99/qt
Mac & Cheese - 18.99 1/2 pan
Hush Puppies - 14.99 1/2 pan
Fresh Cut French Fries - 11.99 1/2 pan
Haluski - 10.99 1/2 pan
Pierogi and onions - 15.99 1/2 pan
Garlic Bread - 12.99 1/2 pan
Caesar Salad - 15.99 1/2 pan
Cheesecake - 2.99/slice
Chocolate Cake - 2.99/slice

**House margarita - 15.99/2 drinks
**mixed beverages are not available to purchase with meal plan and must have proof of age at pick-up


Signature Soups - 14.99/qt and served with housemade dippers
Special Themed soup: New England Clam Chowder
Italian Wedding
Vegan Minestrone
Potato Leek",,,parkhurst@chatham.edu,,True,True,False,,True,,40.663606,-79.955869
True,Trough Creek Valley VFD,Fire Department,"103 Seminary Street, Cassville, Pennsylvania 16623, United States",https://www.facebook.com/TCV21/,"Friday Feb 19 from 4:00 PM to 6:30 PM, Friday Feb 26 from 4:00 PM to 6:30 PM, Friday Mar 5 from 4:00 PM to 6:30 PM, Friday Mar 12 from 4:00 PM to 6:30 PM, Friday Mar 19 from 4:00 PM to 6:30 PM, Friday Mar 26 from 4:00 PM to 6:30 PM, Friday Apr 2 from 4:00 PM to 6:30 PM",,,,,814-448-3095,,,True,,False,,True,,40.292744,-78.025453
True,First Class Catering at the Edgewood Club ,Other,"1 Pennwood Avenue, Pittsburgh, Pennsylvania 15218, United States",https://first-class-caterers.square.site/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 4:00 PM to 7:00 PM",,https://first-class-caterers.square.site/,,"Order for Pick Up Only - 4pm to 7pm/Court Entrance, W. Swissvale Avenue/Pergola",,,True,True,,,True,True,,40.432241,-79.885235
True,Moon Township VFC,Fire Department,"1000 Beaver Grade Road, Moon Township, PA 15108",https://moontwpfire.com/,"Friday Apr 2 from 11:00 AM to 7:00 PM, Friday Mar 26 from 11:00 AM to 7:00 PM, Friday Mar 19 from 11:00 AM to 7:00 PM, Friday Mar 12 from 11:00 AM to 7:00 PM, Friday Mar 5 from 11:00 AM to 7:00 PM, Friday Feb 26 from 11:00 AM to 7:00 PM, Friday Feb 19 from 11:00 AM to 7:00 PM",,https://moontwpfire.com/fish-fry,Entrees Fish Dinner  $10 Our classic fish dinner meal. Comes with fries and coleslaw.Shrimp Dinner  $10 Six pieces of fried shrimp with fries and coleslaw. Chicken Fingers Dinner  Four Piece: $6 Fried Chicken fingers with fries and coleslaw. Six Piece: $9 Fried Fish  $8 Available with or without bun. Add Fries: $1 Add Coleslaw: $1 Sides Fries $3 Homemade Coleslaw $2,Public Safety Building,412-262-5006,,False,True,False,True,,True,,40.504618,-80.208152
True,Imperial VFD,Fire Department,"111 Pine Street, Imperial, Pennsylvania 15126, United States",http://imperialvfd.org,"Wednesday Feb 17 from 10:00 AM to 7:00 PM, Friday Feb 19 from 10:00 AM to 7:00 PM, Friday Feb 26 from 10:00 AM to 7:00 PM, Friday Mar 5 from 10:00 AM to 7:00 PM, Friday Mar 12 from 10:00 AM to 7:00 PM, Friday Mar 19 from 10:00 AM to 7:00 PM, Friday Mar 26 from 10:00 AM to 7:00 PM, Friday Apr 2 from 10:00 AM to 7:00 PM",,http://imperialvfd.org/fishfry.html?fbclid=IwAR1s17d-eLPRjwonYzLoIg95OmjuLGs0c18yGnsj73FOSkq0F-SzNI_uhc4,,,724-695-0281 or 724-695-8845,,True,True,False,True,True,True,,40.451553,-80.24675
True,Epiphany (Uptown),Church,"184 Washington Place, Pittsburgh, Pennsylvania 15219, United States",https://www.divinemercypgh.org/,"Friday Feb 19 from 11:00 AM to 7:00 PM, Friday Feb 26 from 11:00 AM to 7:00 PM, Friday Mar 5 from 11:00 AM to 7:00 PM, Friday Mar 12 from 11:00 AM to 7:00 PM, Friday Mar 19 from 11:00 AM to 7:00 PM, Friday Mar 26 from 11:00 AM to 7:00 PM, Wednesday Feb 17 from 4:00 PM to 7:00 PM",,https://www.divinemercypgh.org/fish-fry,See menu link,,412-471-1008,,,True,False,True,,True,,40.440077,-79.990723
True,St. Barbara,Church,"111 Raymaley Road, Harrison City, Pennsylvania 15636, United States",https://www.stbarbara.org/Pages/default.aspx,,,https://www.stbarbara.org/parish-life/Pages/fishfry.aspx,See menu link,,724-374-4555,,,True,,,,True,,40.363179,-79.648241
True,"Our Lady of Grace, Scott Township",Church,"1734 Bower Hill Road, Pittsburgh, Pennsylvania 15243, United States",https://www.olgscott.org/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM",,https://www.olgscott.org/documents/2021/2/SMA%20Fish%20Fry%20ORDER%20Sheet%20.jpg,See menu link,,(412) 200-2694,,True,True,,False,,True,,40.372463,-80.084036
True,Assumption of the Blessed Virgin Mary,Church,"45 North Sprague Avenue, Bellvue, Pennsylvania 15202, United States",https://bellworthparkcc.org/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM",,https://www.facebook.com/AssumptionChurchBellevue/photos/a.1543874819189945/2930145280562885/?type=3,See menu link,Patrons may walk in for takeout or call ahead: (412) 419-3959.,(412) 419-3959,,,True,,False,,True,,40.497425,-80.05727
True,Lowber VFD ,Fire Department,"376 Lowber Road, Herminie, Pennsylvania 15660, United States",https://www.facebook.com/Lowberclub/,"Friday Apr 2 from 11:00 AM to 7:00 PM, Friday Mar 26 from 11:00 AM to 7:00 PM, Friday Mar 19 from 11:00 AM to 7:00 PM, Friday Mar 12 from 11:00 AM to 7:00 PM, Friday Mar 5 from 11:00 AM to 7:00 PM, Friday Feb 26 from 11:00 AM to 7:00 PM, Friday Feb 19 from 11:00 AM to 7:00 PM",,,"Lowber V.F.C. fish fry Ash Wensday from 11 am to 7 pm every Friday during Lent 3 pm to 7 pm 
Fish Sandwich                                                $7.00
Fish Sandwich with 2 sides                            $9.00
Shrimp                                                           $5.00
Shrimp with 2 sides                                       $7.00
Kids Meals
Chicken Tenders                                            $6.00
Chicken Tenders with 1 sides                        $8.00
Sides
French Fries, Mac & Cheese, Pierogis (4), Onion Rings, and Cheese sticks. and haluski                                                              $2.00 for extra sides
Call ahead at 724-446-9978 
Eat in or To go 
Lowber V.F.C. fish fry Ash Wensday from 11 am to 7 pm every Friday during Lent 3 pm to 7 pm 
Fish Sandwich                                                $7.00
Fish Sandwich with 2 sides                            $9.00
Shrimp                                                           $5.00
Shrimp with 2 sides                                       $7.00
Kids Meals
Chicken Tenders                                            $6.00
Chicken Tenders with 1 sides                        $8.00
Sides
French Fries, Mac & Cheese, Pierogis (4), Onion Rings, and Cheese sticks. and haluski                                                              $2.00 for extra sides
Call ahead at 724-446-9978 
Eat in or To go 
owber V.F.C. fish fry Ash Wensday from 11 am to 7 pm every Friday during Lent 3 pm to 7 pm 
Fish Sandwich                                                $7.00
Fish Sandwich with 2 sides                            $9.00
Shrimp                                                           $5.00
Shrimp with 2 sides                                       $7.00
Kids Meals
Chicken Tenders                                            $6.00
Chicken Tenders with 1 sides                        $8.00
Sides
French Fries, Mac & Cheese, Pierogis (4), Onion Rings, and Cheese sticks. and haluski                                                              $2.00 for extra sides

",,724-446-9978,,,True,,True,,True,,40.260845,-79.724956
True,SS. Simon and Jude,Church,"1607 Greentree Road, Pittsburgh, Pennsylvania 15220, United States",https://straphaelcgs.org/,"Wednesday Feb 17 from 4:30 PM to 7:30 PM, Friday Feb 19 from 4:30 PM to 7:30 PM, Friday Feb 26 from 4:30 PM to 7:30 PM, Friday Mar 5 from 4:30 PM to 7:30 PM, Friday Mar 12 from 4:30 PM to 7:30 PM, Friday Mar 19 from 4:30 PM to 7:30 PM, Friday Mar 26 from 4:30 PM to 7:30 PM","All orders are takeout only./Place orders phone, online, or in person./Place your order by calling 412-563-1353 or order online at www.ssjfishfry.com./You can place an order in person at the pre-school door entrance./Cash and credit cards accepted./For curbside pickup, park in one of the numbered parking spaces at the school and call the posted number and we will bring your order to your car.",https://ssjfishfry.com/,There is a problem with their menu link,, 412-563-1353,,,True,,,,True,,40.4008,-80.0625
True,Bovard VFC,Fire Department,"2 Washington Street, Greensburg, Pennsylvania 15601, United States",https://www.facebook.com/Bovardvfc84/,"Friday Feb 19 from 3:00 PM to 7:00 PM, Friday Feb 26 from 3:00 PM to 7:00 PM, Friday Mar 5 from 3:00 PM to 7:00 PM, Friday Mar 12 from 3:00 PM to 7:00 PM, Friday Mar 19 from 3:00 PM to 7:00 PM, Friday Mar 26 from 3:00 PM to 7:00 PM"," ""TAKE OUT ONLY""/Starting Friday February 19th and every  Friday during Lent, except Good Friday",,"Hand breaded Fish Dinner includes,......$10.00
 Sandwich,fries and coleslaw

Hand breaded Fish Sandwich..................$8.00
Homemade Haluski...................................$3.00
French Fries...............................................$3.00
Coleslaw.....................................................$1.00
Drinks.........................................................$1.00",,(724) 837-8408,,,True,,False,,True,,40.315641,-79.505088
True,Bulldog Pub,Restaurant,"1818 Morningside Ave., Pittsburgh, PA 15206",https://www.facebook.com/BulldogPubPGH/,,,https://www.facebook.com/BulldogPubPGH/photos/a.573404419413950/3794922000595493/,See menu link,,412-404-2775,,,True,True,True,,True,,40.486705,-79.92653
True,St. Nicholas Serbian Orthodox,Church,"2110 Haymaker Road, Monroeville, PA",http://www.stnicholasmonroeville.org/,"Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Apr 2 from 4:00 PM to 7:00 PM",,,"Menu
Dinner include fries and cole slaw as sides

Fried fish sandwich $9
Fried fish sandwich dinner $11
Baked cod sandwich $9
Baked cod sandwich dinner $10
Fried shrimp $9
Fried shrimp dinner $12
Fried scallops $12
Fried scallops dinner $16
Fried seafood medley dinner (half shrimp/half scallops) $14

Sides
French fries $4
Haluski  $3
Cole slaw $2
Extra bun $1",,412-372-9895,,False,True,False,False,True,True,,40.404933,-79.756456
True,Fayette City VFC,Fire Department,"340 Second Street, Fayette City, PA 15438",https://www.facebook.com/fcvfc17/,"Wednesday Feb 17 from 11:00 AM to 6:00 PM, Friday Feb 19 from 11:00 AM to 6:00 PM, Friday Feb 26 from 11:00 AM to 6:00 PM, Friday Mar 5 from 11:00 AM to 6:00 PM, Friday Mar 12 from 11:00 AM to 6:00 PM, Friday Mar 19 from 11:00 AM to 6:00 PM, Friday Mar 26 from 11:00 AM to 6:00 PM, Friday Apr 2 from 11:00 AM to 6:00 PM",Local Delivery Available Take out Only,https://www.facebook.com/fcvfc17/photos/a.415807551836587/3606704666080177/,See menu link,,724-326-4441,,True,True,,True,,True,,40.098682,-79.839722
True,Our Lady of Lourdes,Church,"1109 Main St., Burgettstown, PA",https://www.facebook.com/OLOLburgettstown/photos/a.1876927372519942/2749607201918617/ ,"Friday Feb 19 from 3:00 PM to 7:00 PM, Friday Feb 26 from 3:00 PM to 7:00 PM, Friday Mar 5 from 3:00 PM to 7:00 PM, Friday Mar 12 from 3:00 PM to 7:00 PM, Friday Mar 19 from 3:00 PM to 7:00 PM, Friday Mar 26 from 3:00 PM to 7:00 PM, Friday Apr 2 from 3:00 PM to 7:00 PM",,https://scontent.fagc1-2.fna.fbcdn.net/v/t1.0-9/151152575_2749607205251950_7365904996663718992_n.jpg?_nc_cat=101&ccb=3&_nc_sid=8bfeb9&_nc_ohc=nCYkWtjLxtkAX_MGgQT&_nc_oc=AQmjBHwBy6vXKNcWHJGu7Q60QiwXdW-pO8KSV3J7PLQb-RbrmfTgEmTxovttAoE8d34uVpyUayw4QbwXBel8roNF&_nc_ht=scontent.fagc1-2.fna&oh=6b5a1fa977a6cb1caecfc52c6caadc43&oe=60510C30,,St. Bernadette Hall,724-947-5076,,True,True,,False,True,True,,40.373218,-80.389857
False,"St. Ann, Waynesburg",Church,"232 E. High St., Waynesburg, PA",https://www.facebook.com/stannchurchwbg/photos/pb.1813413848884489.-2207520000../3071718539720674/?type=3&theater,,,,,,724-627-7568 EXT.5,,,,,,,False,,39.896451,-80.183427
False,St. Ferdinand,Church,"2535 Rochester Rd, Cranberry Township, PA",https://www.stferd.org/,,,,No Fish Fry this year,,724-776-2899,,,,,,,False,,40.698105,-80.110371
True,St. Boniface,Church,"359 Main Street, Kersey, PA 15846",https://st-boniface.org/,,,https://bonifacelive.square.site/,See menu link,,814-885-8941,church.office@st-boniface.org,,True,,,,True,,41.361494,-78.601931
True,Pitcairn Hose Company #1,Fire Department,"100 Center Ave., Pitcairn, PA",,"Wednesday Feb 17 from 3:30 PM to 7:30 PM, Friday Feb 19 from 3:30 PM to 7:30 PM, Friday Feb 26 from 3:30 PM to 7:30 PM, Friday Mar 5 from 3:30 PM to 7:30 PM, Friday Mar 12 from 3:30 PM to 7:30 PM, Friday Mar 19 from 3:30 PM to 7:30 PM, Friday Mar 26 from 3:30 PM to 7:30 PM, Friday Apr 2 from 3:30 PM to 7:30 PM",,,,Behind Sunoco,412-372-7040,,False,True,False,False,,True,,40.401789,-79.777859
True,Lower Burrell #1 VFC Kinloch,Fire Department,"915 New York Avenue, New Kensington, Pennsylvania 15068, United States",https://www.facebook.com/lowerburrellvfc1/,"Friday Feb 19 from 11:00 AM to 7:00 PM, Friday Feb 26 from 11:00 AM to 7:00 PM, Friday Mar 5 from 11:00 AM to 7:00 PM, Friday Mar 12 from 11:00 AM to 7:00 PM, Friday Mar 19 from 11:00 AM to 7:00 PM, Friday Mar 26 from 11:00 AM to 7:00 PM, Friday Apr 2 from 11:00 AM to 7:00 PM",,https://www.facebook.com/lowerburrellvfc1/photos/a.175633682646396/1596302503912833/,,,724-339-7537,,,True,,True,,True,,40.550728,-79.742914
True,Shelly Pie Pizza,Restaurant,"912 Penn Avenue, Turtle Creek, Pennsylvania 15145, United States",https://www.shellypiepizza.com/,"Friday Feb 19 from 11:00 AM to 8:00 PM, Friday Feb 26 from 11:00 AM to 8:00 PM, Friday Mar 5 from 11:00 AM to 8:00 PM, Friday Mar 12 from 11:00 AM to 8:00 PM, Friday Mar 19 from 11:00 AM to 8:00 PM, Friday Mar 26 from 11:00 AM to 8:00 PM, Wednesday Feb 17 from 11:00 AM to 8:00 PM, Friday Apr 2 from 11:00 AM to 8:00 PM",,https://622b1a06-2c1e-4d0b-830f-c3fe3c31557c.filesusr.com/ugd/4aa21a_a2bb71cc83054f41b9c0b5f27c41caff.pdf,Fish sandwich $10.99,,(412) 646-2560,,,True,,True,,True,,40.404173,-79.825535
True,American Legion Post 868,Veteran's Organization,"1100 Wildlife Lodge Rd., Lower Burrell, PA",https://www.facebook.com/post868/,"Wednesday Feb 17 from 11:00 AM to 7:00 PM, Friday Feb 19 from 11:00 AM to 7:00 PM, Friday Feb 26 from 11:00 AM to 7:00 PM, Friday Mar 12 from 11:00 AM to 7:00 PM, Friday Mar 19 from 11:00 AM to 7:00 PM, Friday Mar 26 from 11:00 AM to 7:00 PM, Friday Apr 2 from 11:00 AM to 7:00 PM",,https://scontent.fagc1-2.fna.fbcdn.net/v/t1.0-9/150417445_3995690690475923_3614564319233232738_o.jpg?_nc_cat=103&ccb=3&_nc_sid=730e14&_nc_ohc=Pddw9kvMXHIAX_NlNaA&_nc_ht=scontent.fagc1-2.fna&oh=a88e2e960cd306f4ebd0bc2838729a2f&oe=605038FA,,non-members enter through guest entrance,,,,True,True,True,,True,,40.583376,-79.710824
True,Washington Township VFC,Fire Department,"1314 Axton St Belle Vernon, Pennsylvania",https://www.facebook.com/Washington-Twp-VFC-116733318342068/,"Friday Feb 19 from 11:00 AM to 6:00 PM, Friday Feb 26 from 11:00 AM to 6:00 PM, Friday Mar 5 from 11:00 AM to 6:00 PM, Friday Mar 12 from 11:00 AM to 6:00 PM, Friday Mar 19 from 11:00 AM to 6:00 PM, Friday Mar 26 from 11:00 AM to 6:00 PM, Wednesday Feb 17 from 11:00 AM to 6:00 PM, Friday Apr 2 from 11:00 AM to 6:00 PM",,https://www.facebook.com/wtvfc/photos/gm.326828878654716/4419114934770530/?type=3&theater,,,724-929-4172,,,True,,True,,True,,40.118249,-79.841409
True,Hoffstats Cafe Monaco,Restaurant,"Hoffstot's Cafe Monaco 533 Allegheny Ave, Oakmont, Pennsylvania 15139, United States",https://www.facebook.com/hoffstots.cafemonaco,"Wednesday Feb 17 from 1:00 PM to 6:00 PM, Friday Feb 19 from 12:00 PM to 6:00 PM, Friday Feb 26 from 12:00 PM to 6:00 PM, Friday Mar 5 from 12:00 PM to 6:00 PM, Friday Mar 12 from 12:00 PM to 6:00 PM, Friday Mar 19 from 12:00 PM to 6:00 PM, Friday Mar 26 from 12:00 PM to 6:00 PM, Friday Apr 2 from 12:00 PM to 6:00 PM",,,"* Fish Sandwich & Coleslaw | $10.00
* Macaroni & Cheese | $3.00
* French Fries | $2.00
* New England Clam Chowder Cup | $5.00
* Fried Jumbo Shrimp (Each) | $3.00
* Meatless Stuffed Peppers (Hot or Sweet) | $10.00",,,,False,True,,True,,True,,40.51864,-79.8434
True,Piper's Pub,Restaurant,"1828 E Carson St., Pittsburgh, PA 15203",https://www.piperspub.com,"Friday Feb 19 from 11:30 AM to 8:00 PM, Friday Feb 26 from 11:30 AM to 8:00 PM, Friday Mar 5 from 11:30 AM to 8:00 PM, Friday Mar 12 from 11:30 AM to 8:00 PM, Friday Mar 19 from 11:30 AM to 8:00 PM, Friday Mar 26 from 11:30 AM to 8:00 PM, Friday Apr 2 from 11:30 AM to 8:00 PM",,https://www.piperspub.com/pubmenu/,"FISH AND CHIPS
A pub favorite! Hand battered and fried to order Haddock with a pile of crispy chips, creamy coleslaw and house made tartar
$16",,412-381-3977,,,True,True,True,True,True,,40.428427,-79.979431
True,"Queen of the Rosary, Glassport",Church,"530 Michigan Ave., Glassport, PA",https://joachimandannediopitt.org/,"Friday Feb 19 from 11:00 AM to 7:00 PM, Friday Feb 26 from 11:00 AM to 7:00 PM, Friday Mar 5 from 11:00 AM to 7:00 PM, Friday Mar 12 from 11:00 AM to 7:00 PM, Friday Mar 19 from 11:00 AM to 7:00 PM, Friday Mar 26 from 11:00 AM to 7:00 PM",,,No menu details available,Social Hall,412-872-5136,,,True,,,True,True,,40.327075,-79.890492
True,Stockdale Volunteer Fire Department,Fire Department,"316 Railroad St., Stockdale, PA 15483",http://stockdalevfd.com/,"Wednesday Feb 17 from 11:00 AM to 7:00 PM, Friday Feb 19 from 11:00 AM to 7:00 PM, Friday Feb 26 from 11:00 AM to 7:00 PM, Friday Mar 5 from 11:00 AM to 7:00 PM, Friday Mar 12 from 11:00 AM to 7:00 PM, Friday Mar 19 from 11:00 AM to 7:00 PM, Friday Mar 26 from 11:00 AM to 7:00 PM, Friday Apr 2 from 11:00 AM to 7:00 PM",,https://www.facebook.com/stockdalevfd/photos/a.755145671193765/5090437587664530/,,Located in the Social Hall Annex,724-938-3300,,False,True,,True,,True,,40.08291,-79.84925
False,St. Paul's TEC,Church,"130 West Main Street, Monongahela, PA 15063",http://www.stpaulsmon.org/,,,,,,724-258-7792,,,,,,,False,,40.200669,-79.923358
True,SS. Peter and Paul School,Church,"370 East End Avenue, Beaver, Pennsylvania 15009, United States",https://beavercatholic.com/,"Friday Feb 19 from 3:00 PM to 7:00 PM, Friday Feb 26 from 3:00 PM to 7:00 PM, Friday Mar 5 from 3:00 PM to 7:00 PM, Friday Mar 12 from 3:00 PM to 7:00 PM, Friday Mar 19 from 3:00 PM to 7:00 PM, Friday Mar 26 from 3:00 PM to 7:00 PM",,https://www.facebook.com/SSPPSchoolBeaver/photos/a.113218679398466/750337625686565/?type=3,See menu link,school cafeteria,724-359-0659,,,True,,False,,True,,40.69924,-80.297904
True,"Christ United Methodist Church, Bethel Park",Church,"44 Highland Rd., Bethel Park, PA",https://www.christumc.net/fishfry,"Friday Feb 19 from 11:00 AM to 2:00 PM, Friday Feb 19 from 4:00 PM to 7:00 PM, Friday Feb 26 from 11:00 AM to 2:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Mar 5 from 11:00 AM to 2:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Mar 12 from 11:00 AM to 2:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 19 from 11:00 AM to 2:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 26 from 11:00 AM to 2:00 PM, Friday Mar 26 from 4:00 PM to 7:00 PM",,https://www.christumc.net/fishfry,"Meals- $10
(include coleslaw and a choice of mac n' cheese, haluski or fresh cut fries)

Fried Fish Sandwich         
Fried Fish (no bun)
Baked Fish 
Boom-Boom Shrimp 
Boom-Boom Shrimp Tacos 
Chicken Fingers

+ a la carte items",,412-835-6621,jmorgan@christumc.net,False,True,False,True,True,True,,40.348504,-80.048385
True,St. Kilian (Cranberry),Church,"7076 Franklin Road, Cranberry Township, PA 16066",https://www.holysepulcher.org/,"Friday Feb 19 from 3:30 PM to 6:30 PM, Friday Feb 26 from 3:30 PM to 6:30 PM, Friday Mar 5 from 3:30 PM to 6:30 PM, Friday Mar 12 from 3:30 PM to 6:30 PM, Friday Mar 19 from 3:30 PM to 6:30 PM, Friday Mar 26 from 3:30 PM to 6:30 PM",,https://www.holysepulcher.org/fish-fry,See menu link to order,Pre-order only. No walk-in. Contactless Drive-thru,,,,True,,False,,True,,40.683618,-80.07463
False,First United Methodist Church Covenant Center,Church,"301 North Jefferson Street, Kittanning, PA",http://www.firstchurchkittanning.com/,,,,,Lenten dinners have been canceled,(724) 548-4312,fumchurch@windstream.net,,,,,,False,,40.816874,-79.52297
True,Church of the Resurrection,Church,"455 Center Road, Monroeville, Pennsylvania 15146, United States",,"Friday Mar 26 from 4:00 PM to 7:00 PM, Friday Mar 19 from 4:00 PM to 7:00 PM, Friday Mar 12 from 4:00 PM to 7:00 PM, Friday Mar 5 from 4:00 PM to 7:00 PM, Friday Feb 26 from 4:00 PM to 7:00 PM, Friday Feb 19 from 4:00 PM to 7:00 PM",,,"single menu item, a fish dinner including sandwich, fries, and cole slaw",,412-372-8650,,,True,,,,True,,40.453933,-79.761477
